Declaration_Number,Import_Date,Importer_ID,Broker_ID,Transport_Mode,Origin_Country,Port_of_Entry,Clearance_Port,Invoice_No,Invoice_Details,Item_Number,HS_Code,Stat_Code,Product_Code,Brand,Model_No,Product_Year,Cleaned_Description,Quantity,Net_Weight_KG,Gross_Weight_KG,Declared_Currency_Code,Unit_Price_Foreign_CIF,Invoice_Amount_Foreign,Exchange_Rate,Unit_Price_THB_CIF,Invoice_Amount_THB,Privilege_Code,Incentive_Scheme,Duty_Paid_THB,VAT_Paid_THB,Other_Taxes_THB,External_Benchmark_Price_THB,Is_Related_Party,Is_Anomaly_Confirmed,PRAISE_Alert_Ref_No,Recovered_Tax_THB,Review_Officer_ID,Review_Timestamp
DEC23112099495,2023-11-20,IMP-008,BROK-031,Sea,CN,BKK,BKK,INV-23067,Standard Import,1,87089360,0,PROD-807,BrandX,M-99,2022,Clutches,5.0,7.35,7.9,USD,3438.7,17193.5,35.07,120595.21,602976.05,0,,180892.82,54870.82,0.0,100000.0,1,False,REF-58780,0.0,OFFICER-37,2024-12-31
DEC25050387715,2025-05-03,IMP-006,BROK-030,Air,CN,SUV,BKK,INV-91485,Standard Import,1,64039990,0,PROD-208,BrandX,M-93,2023,Footwear,5.0,40.56,48.35,USD,796.56,3982.8,32.88,26190.89,130954.46,0,,39286.34,11916.86,0.0,28050.0,1,False,REF-76874,0.0,OFFICER-15,2024-12-04
DEC250208105554,2025-02-08,IMP-008,BROK-018,Land,JP,SUV,BKK,INV-44176,Standard Import,1,87089360,0,PROD-683,BrandX,M-74,2022,Clutches,71.0,493.33,567.2,USD,3447.87,244798.77,32.88,113365.97,8048983.56,0,,2414695.07,732457.5,0.0,100000.0,0,False,REF-99707,0.0,OFFICER-39,2024-12-29
DEC23021426354,2023-02-14,IMP-003,BROK-003,Air,DE,SUV,SUV,INV-62571,Standard Import,1,33030000,0,PROD-173,BrandX,M-91,2025,Perfumes,4.0,4.32,4.87,USD,2056.41,8225.64,35.07,72118.3,288473.19,0,,86541.96,26251.06,0.0,105400.0,1,False,REF-63256,0.0,OFFICER-20,2024-12-25
DEC25012323755,2025-01-23,IMP-002,BROK-017,Sea,US,LCP,SUV,INV-15176,Standard Import,1,22083090,0,PROD-756,BrandX,M-94,2021,Whisky,71.0,668.56,717.64,USD,512.04,36354.84,32.88,16835.88,1195347.14,999,,717208.28,133878.88,0.0,80000.0,1,False,REF-89751,0.0,OFFICER-30,2024-12-21
DEC23101251961,2023-10-12,IMP-005,BROK-015,Air,CN,LCP,LCP,INV-68455,Standard Import,1,62044290,0,PROD-606,BrandX,M-26,2024,Women Dresses,64.0,528.97,628.71,USD,1410.11,90247.04,35.07,49452.56,3164963.69,999,,949489.11,288011.7,0.0,44200.0,1,False,REF-79790,0.0,OFFICER-49,2024-12-29
DEC25120691988,2025-12-06,IMP-006,BROK-048,Sea,CN,LCP,BKK,INV-35755,Standard Import,1,64039990,0,PROD-383,BrandX,M-63,2025,Footwear,51.0,495.91,522.71,USD,807.95,41205.45,32.88,26565.4,1354835.2,999,,406450.56,123290.0,0.0,28050.0,1,False,REF-90319,0.0,OFFICER-34,2024-12-26
DEC25032386926,2025-03-23,IMP-006,BROK-045,Sea,CN,SUV,SUV,INV-39149,Standard Import,1,64039990,0,PROD-364,BrandX,M-46,2023,Footwear,37.0,105.29,120.62,USD,826.85,30593.45,32.88,27186.83,1005912.64,0,,301773.79,91538.05,0.0,28050.0,0,False,REF-10595,0.0,OFFICER-33,2024-12-10
DEC23101899024,2023-10-18,IMP-008,BROK-035,Air,DE,SUV,SUV,INV-37535,Standard Import,1,87089360,0,PROD-148,BrandX,M-67,2023,Clutches,61.0,457.26,504.58,USD,2436.83,148646.63,35.07,85459.63,5213037.31,999,,1563911.19,474386.4,0.0,100000.0,1,False,REF-11556,0.0,OFFICER-24,2024-12-15
DEC23061649325,2023-06-16,IMP-005,BROK-027,Air,JP,LCP,LCP,INV-25637,Standard Import,1,62044290,0,PROD-676,BrandX,M-61,2024,Women Dresses,95.0,363.2,393.15,USD,1405.33,133506.35,35.07,49284.92,4682067.69,999,,1404620.31,426068.16,0.0,44200.0,1,False,REF-64174,0.0,OFFICER-39,2024-12-31
DEC23040610869,2023-04-06,IMP-001,BROK-006,Sea,JP,BKK,BKK,INV-34670,Standard Import,1,19059030,0,PROD-979,BrandX,M-13,2022,Cake,23.0,62.11,67.61,USD,150.2,3454.6,35.07,5267.51,121152.82,999,,36345.85,11024.91,0.0,5000.0,1,False,REF-85593,0.0,OFFICER-43,2024-12-14
DEC24080558821,2024-08-05,IMP-005,BROK-048,Land,CN,SUV,BKK,INV-69593,Standard Import,1,62044290,0,PROD-272,BrandX,M-32,2021,Women Dresses,12.0,30.15,32.23,USD,1317.52,15810.24,31.98,42134.29,505611.48,0,,151683.44,46010.64,0.0,44200.0,0,False,REF-41080,0.0,OFFICER-17,2024-12-03
DEC25101090839,2025-10-10,IMP-006,BROK-028,Sea,CN,SUV,LCP,INV-23831,Standard Import,1,64039990,0,PROD-708,BrandX,M-42,2023,Footwear,7.0,43.29,48.47,USD,809.42,5665.94,32.88,26613.73,186296.11,0,,55888.83,16952.95,0.0,28050.0,0,False,REF-40515,0.0,OFFICER-13,2024-12-15
DEC25040364319,2025-04-03,IMP-005,BROK-020,Sea,CN,BKK,BKK,INV-34834,Standard Import,1,62044290,0,PROD-894,BrandX,M-53,2025,Women Dresses,33.0,165.68,175.83,USD,1193.59,39388.47,32.88,39245.24,1295092.89,0,,388527.87,117853.45,0.0,44200.0,1,False,REF-96001,0.0,OFFICER-27,2024-12-20
DEC24012554444,2024-01-25,IMP-005,BROK-050,Sea,CN,BKK,LCP,INV-61637,Standard Import,1,62044290,0,PROD-108,BrandX,M-37,2025,Women Dresses,24.0,90.16,103.05,USD,1328.81,31891.44,31.98,42495.34,1019888.25,999,,305966.47,92809.83,0.0,44200.0,1,True,REF-43764,486027.13,OFFICER-17,2024-12-06
DEC240528102071,2024-05-28,IMP-008,BROK-008,Sea,JP,BKK,SUV,INV-65200,Standard Import,1,87089360,0,PROD-614,BrandX,M-57,2021,Clutches,42.0,377.49,418.22,USD,4031.85,169337.7,31.98,128938.56,5415419.65,999,,1624625.9,492803.19,0.0,100000.0,0,True,REF-52980,2408632.74,OFFICER-25,2024-12-04
DEC23020646352,2023-02-06,IMP-005,BROK-035,Land,CN,BKK,BKK,INV-99484,Standard Import,1,62044290,0,PROD-627,BrandX,M-18,2022,Women Dresses,43.0,73.54,83.06,USD,1397.55,60094.65,35.07,49012.08,2107519.38,0,,632255.81,191784.26,0.0,44200.0,0,False,REF-72258,0.0,OFFICER-38,2024-12-08
DEC23060211385,2023-06-02,IMP-001,BROK-039,Sea,JP,SUV,LCP,INV-62205,Standard Import,1,19059030,0,PROD-144,BrandX,M-99,2023,Cake,19.0,86.7,103.44,USD,141.33,2685.27,35.07,4956.44,94172.42,999,,28251.73,8569.69,0.0,5000.0,0,False,REF-76229,0.0,OFFICER-12,2024-12-30
DEC23111231257,2023-11-12,IMP-003,BROK-021,Air,DE,SUV,BKK,INV-46185,Standard Import,1,33030000,0,PROD-937,BrandX,M-84,2021,Perfumes,81.0,707.56,848.16,USD,3140.5,254380.5,35.07,110137.34,8921124.13,0,,2676337.24,811822.3,0.0,105400.0,1,True,REF-61531,1667204.09,OFFICER-28,2024-12-23
DEC25010762383,2025-01-07,IMP-005,BROK-049,Sea,CN,LCP,BKK,INV-28159,Standard Import,1,62044290,0,PROD-319,BrandX,M-75,2021,Women Dresses,75.0,704.35,805.35,USD,1186.94,89020.5,32.88,39026.59,2926994.04,0,,878098.21,266356.46,0.0,44200.0,1,False,REF-93440,0.0,OFFICER-17,2024-12-16
DEC25041240773,2025-04-12,IMP-003,BROK-048,Air,US,BKK,SUV,INV-52541,Standard Import,1,33030000,0,PROD-695,BrandX,M-95,2023,Perfumes,79.0,704.83,771.97,USD,2332.51,184268.29,32.88,76692.93,6058741.38,0,,1817622.41,551345.47,0.0,105400.0,1,False,REF-24716,0.0,OFFICER-26,2024-12-24
DEC240127100387,2024-01-27,IMP-008,BROK-024,Sea,JP,BKK,SUV,INV-15671,Standard Import,1,87089360,0,PROD-681,BrandX,M-25,2024,Clutches,54.0,440.32,466.61,USD,4003.13,216169.02,31.98,128020.1,6913085.26,999,,2073925.58,629090.76,0.0,100000.0,1,True,REF-80398,1444008.07,OFFICER-42,2024-12-07
DEC23033172338,2023-03-31,IMP-006,BROK-033,Sea,CN,SUV,BKK,INV-83899,Standard Import,1,64039990,0,PROD-660,BrandX,M-22,2023,Footwear,13.0,51.65,59.86,USD,820.89,10671.57,35.07,28788.61,374251.96,0,,112275.59,34056.93,0.0,28050.0,1,False,REF-85610,0.0,OFFICER-34,2024-12-03
DEC24052314681,2024-05-23,IMP-001,BROK-038,Land,JP,LCP,SUV,INV-69278,Standard Import,1,19059030,0,PROD-637,BrandX,M-95,2021,Cake,68.0,214.06,227.48,USD,165.67,11265.56,31.98,5298.13,360272.61,999,,108081.78,32784.81,0.0,5000.0,0,False,REF-16450,0.0,OFFICER-19,2024-12-26
DEC25090343299,2025-09-03,IMP-003,BROK-040,Air,DE,SUV,SUV,INV-48174,Standard Import,1,33030000,0,PROD-499,BrandX,M-57,2025,Perfumes,69.0,277.93,318.21,USD,1869.08,128966.52,32.88,61455.35,4240419.18,0,,1272125.75,385878.15,0.0,105400.0,1,False,REF-79127,0.0,OFFICER-39,2024-12-10
DEC250814108057,2025-08-14,IMP-008,BROK-050,Sea,CN,SUV,BKK,INV-53242,Standard Import,1,87089360,0,PROD-456,BrandX,M-77,2025,Clutches,37.0,50.07,56.83,USD,4108.09,151999.33,32.88,135074.0,4997737.97,999,,1499321.39,454794.16,0.0,100000.0,1,False,REF-95064,0.0,OFFICER-22,2024-12-19
DEC251024109050,2025-10-24,IMP-008,BROK-023,Sea,CN,BKK,LCP,INV-79192,Standard Import,1,87089360,0,PROD-993,BrandX,M-76,2022,Clutches,58.0,449.11,515.55,USD,2931.31,170015.98,32.88,96381.47,5590125.42,0,,1677037.63,508701.41,0.0,100000.0,1,False,REF-40174,0.0,OFFICER-38,2024-12-07
DEC24071381857,2024-07-13,IMP-006,BROK-046,Sea,DE,BKK,SUV,INV-78368,Standard Import,1,64039990,0,PROD-988,BrandX,M-98,2023,Footwear,50.0,80.87,88.43,USD,811.68,40584.0,31.98,25957.53,1297876.32,0,,389362.9,118106.75,0.0,28050.0,0,False,REF-50453,0.0,OFFICER-33,2024-12-08
DEC23051528005,2023-05-15,IMP-003,BROK-001,Air,US,SUV,BKK,INV-85749,Standard Import,1,33030000,0,PROD-712,BrandX,M-18,2023,Perfumes,60.0,94.32,104.81,USD,2995.1,179706.0,35.07,105038.16,6302289.42,0,,1890686.83,573508.34,0.0,105400.0,0,False,REF-10209,0.0,OFFICER-34,2024-12-03
DEC25031163827,2025-03-11,IMP-005,BROK-038,Sea,CN,SUV,BKK,INV-24043,Standard Import,1,62044290,0,PROD-503,BrandX,M-65,2025,Women Dresses,56.0,538.21,611.94,USD,1200.06,67203.36,32.88,39457.97,2209646.48,999,,662893.94,201077.83,0.0,44200.0,0,True,REF-57289,933673.07,OFFICER-35,2024-12-11
DEC23052596991,2023-05-25,IMP-008,BROK-028,Sea,CN,LCP,BKK,INV-41621,Standard Import,1,87089360,0,PROD-698,BrandX,M-54,2024,Clutches,33.0,315.93,345.99,USD,3340.79,110246.07,35.07,117161.51,3866329.67,0,,1159898.9,351836.0,0.0,100000.0,1,False,REF-27779,0.0,OFFICER-28,2024-12-21
DEC25012262757,2025-01-22,IMP-005,BROK-045,Sea,US,SUV,SUV,INV-74030,Standard Import,1,62044290,0,PROD-311,BrandX,M-48,2023,Women Dresses,75.0,415.7,460.32,USD,1195.93,89694.75,32.88,39322.18,2949163.38,0,,884749.01,268373.87,0.0,44200.0,1,True,REF-79472,791339.95,OFFICER-31,2024-12-30
DEC23010195001,2023-01-01,IMP-008,BROK-029,Sea,JP,LCP,SUV,INV-68596,Standard Import,1,87089360,0,PROD-913,BrandX,M-39,2024,Clutches,51.0,407.52,428.01,USD,3757.17,191615.67,35.07,131763.95,6719961.55,999,,2015988.46,611516.5,0.0,100000.0,0,False,REF-60482,0.0,OFFICER-20,2024-12-06
DEC25022217198,2025-02-22,IMP-001,BROK-026,Land,CN,BKK,SUV,INV-89856,Standard Import,1,19059030,0,PROD-783,BrandX,M-99,2022,Cake,43.0,258.89,275.18,USD,131.4,5650.2,32.88,4320.43,185778.58,0,,55733.57,16905.85,0.0,5000.0,0,False,REF-46021,0.0,OFFICER-24,2024-12-16
DEC23022871717,2023-02-28,IMP-006,BROK-050,Sea,CN,LCP,LCP,INV-96215,Standard Import,1,64039990,0,PROD-235,BrandX,M-56,2022,Footwear,86.0,203.1,215.88,USD,817.83,70333.38,35.07,28681.3,2466591.64,0,,739977.49,224459.84,0.0,28050.0,1,False,REF-62373,0.0,OFFICER-29,2024-12-26
DEC23092676007,2023-09-26,IMP-006,BROK-029,Sea,CN,BKK,BKK,INV-26907,Standard Import,1,64039990,0,PROD-740,BrandX,M-88,2024,Footwear,43.0,190.55,205.24,USD,844.34,36306.62,35.07,29611.0,1273273.16,999,,381981.95,115867.86,0.0,28050.0,1,False,REF-83174,0.0,OFFICER-21,2024-12-18
DEC25071666672,2025-07-16,IMP-005,BROK-045,Sea,CN,LCP,LCP,INV-27120,Standard Import,1,62044290,0,PROD-667,BrandX,M-62,2025,Women Dresses,56.0,107.5,127.96,USD,1202.95,67365.2,32.88,39553.0,2214967.78,0,,664490.33,201562.07,0.0,44200.0,1,False,REF-52086,0.0,OFFICER-34,2024-12-24
DEC23112899598,2023-11-28,IMP-008,BROK-025,Sea,CN,LCP,SUV,INV-19037,Standard Import,1,87089360,0,PROD-646,BrandX,M-98,2024,Clutches,98.0,434.13,476.4,USD,4259.24,417405.52,35.07,149371.55,14638411.59,999,,4391523.48,1332095.45,0.0,100000.0,1,False,REF-93554,0.0,OFFICER-38,2024-12-19
DEC24100660204,2024-10-06,IMP-005,BROK-021,Sea,CN,LCP,BKK,INV-25775,Standard Import,1,62044290,0,PROD-425,BrandX,M-25,2024,Women Dresses,89.0,224.4,268.07,USD,1342.33,119467.37,31.98,42927.71,3820566.49,999,,1146169.95,347671.55,0.0,44200.0,1,False,REF-67969,0.0,OFFICER-13,2024-12-26
DEC24052093666,2024-05-20,IMP-007,BROK-030,Sea,DE,BKK,BKK,INV-30888,Standard Import,1,87032324,0,PROD-183,BrandX,M-15,2023,Passenger Cars,30.0,187.35,217.62,USD,53811.3,1614339.0,31.98,1720885.37,51626561.22,0,,41301248.98,6504946.71,0.0,2500000.0,0,False,REF-52064,0.0,OFFICER-14,2024-12-22
DEC25062366124,2025-06-23,IMP-005,BROK-023,Air,CN,LCP,BKK,INV-32081,Standard Import,1,62044290,0,PROD-970,BrandX,M-76,2023,Women Dresses,46.0,332.65,360.8,USD,1222.41,56230.86,32.88,40192.84,1848870.68,999,,554661.2,168247.23,0.0,44200.0,1,False,REF-31385,0.0,OFFICER-42,2024-12-04
DEC251211109715,2025-12-11,IMP-008,BROK-024,Air,DE,BKK,LCP,INV-13607,Standard Import,1,87089360,0,PROD-687,BrandX,M-14,2021,Clutches,90.0,668.28,781.15,USD,3575.8,321822.0,32.88,117572.3,10581507.36,0,,3174452.21,962917.17,0.0,100000.0,1,False,REF-82073,0.0,OFFICER-13,2024-12-15
DEC25082143056,2025-08-21,IMP-003,BROK-030,Air,US,LCP,BKK,INV-25032,Standard Import,1,33030000,0,PROD-117,BrandX,M-50,2021,Perfumes,5.0,49.76,52.96,USD,3078.57,15392.85,32.88,101223.38,506116.91,999,,151835.07,46056.64,0.0,105400.0,1,False,REF-94813,0.0,OFFICER-45,2024-12-29
DEC23011245785,2023-01-12,IMP-005,BROK-040,Sea,CN,LCP,BKK,INV-42304,Standard Import,1,62044290,0,PROD-527,BrandX,M-72,2024,Women Dresses,56.0,342.84,381.8,USD,1410.81,79005.36,35.07,49477.11,2770717.98,0,,831215.39,252135.34,0.0,44200.0,1,False,REF-66819,0.0,OFFICER-21,2024-12-14
DEC24071415131,2024-07-14,IMP-001,BROK-023,Sea,JP,LCP,BKK,INV-77205,Standard Import,1,19059030,0,PROD-767,BrandX,M-16,2024,Cake,45.0,325.0,388.99,USD,143.8,6471.0,31.98,4598.72,206942.58,0,,62082.77,18831.77,0.0,5000.0,0,False,REF-38322,0.0,OFFICER-20,2024-12-26
DEC25112291723,2025-11-22,IMP-006,BROK-029,Sea,CN,LCP,SUV,INV-10533,Standard Import,1,64039990,0,PROD-883,BrandX,M-37,2024,Footwear,26.0,65.5,74.69,USD,841.78,21886.28,32.88,27677.73,719620.89,999,,215886.27,65485.5,0.0,28050.0,1,False,REF-73454,0.0,OFFICER-49,2024-12-31
DEC250215105640,2025-02-15,IMP-008,BROK-004,Air,JP,SUV,BKK,INV-83306,Standard Import,1,87089360,0,PROD-850,BrandX,M-31,2023,Clutches,25.0,196.73,230.75,USD,3624.24,90606.0,32.88,119165.01,2979125.28,999,,893737.58,271100.4,0.0,100000.0,0,False,REF-21979,0.0,OFFICER-30,2024-12-16
DEC23121653522,2023-12-16,IMP-005,BROK-034,Air,DE,SUV,BKK,INV-12835,Standard Import,1,62044290,0,PROD-183,BrandX,M-15,2024,Women Dresses,99.0,946.23,1106.07,USD,1377.47,136369.53,35.07,48307.87,4782479.42,0,,1434743.83,435205.63,0.0,44200.0,0,False,REF-75906,0.0,OFFICER-23,2024-12-06
DEC24031422189,2024-03-14,IMP-002,BROK-036,Air,US,SUV,BKK,INV-87132,Standard Import,1,22083090,0,PROD-317,BrandX,M-89,2023,Whisky,33.0,113.26,128.41,USD,528.9,17453.7,31.98,16914.22,558169.33,0,,334901.6,62514.97,0.0,80000.0,0,False,REF-39231,0.0,OFFICER-27,2024-12-04
DEC23032210744,2023-03-22,IMP-001,BROK-009,Land,JP,BKK,SUV,INV-72717,Standard Import,1,19059030,0,PROD-855,BrandX,M-84,2022,Cake,14.0,128.04,151.14,USD,146.3,2048.2,35.07,5130.74,71830.37,0,,21549.11,6536.56,0.0,5000.0,0,False,REF-13446,0.0,OFFICER-13,2024-12-21
DEC24030179196,2024-03-01,IMP-006,BROK-017,Land,CN,SUV,LCP,INV-26423,Standard Import,1,64039990,0,PROD-863,BrandX,M-81,2025,Footwear,27.0,118.82,134.81,USD,846.15,22846.05,31.98,27059.88,730616.68,999,,219185.0,66486.12,0.0,28050.0,1,False,REF-59797,0.0,OFFICER-42,2024-12-10
DEC23052711331,2023-05-27,IMP-001,BROK-019,Sea,JP,BKK,BKK,INV-15496,Standard Import,1,19059030,0,PROD-933,BrandX,M-36,2024,Cake,54.0,512.54,597.62,USD,135.47,7315.38,35.07,4750.93,256550.38,999,,76965.11,23346.08,0.0,5000.0,0,False,REF-61343,0.0,OFFICER-28,2024-12-04
DEC25072266767,2025-07-22,IMP-005,BROK-046,Sea,CN,LCP,BKK,INV-26069,Standard Import,1,62044290,0,PROD-608,BrandX,M-41,2023,Women Dresses,26.0,86.86,104.16,USD,1230.36,31989.36,32.88,40454.24,1051810.16,999,,315543.05,95714.72,0.0,44200.0,0,False,REF-26896,0.0,OFFICER-23,2024-12-13
DEC24020254613,2024-02-02,IMP-005,BROK-031,Sea,CN,BKK,SUV,INV-62932,Standard Import,1,62044290,0,PROD-145,BrandX,M-74,2025,Women Dresses,99.0,191.72,217.95,USD,1343.36,132992.64,31.98,42960.65,4253104.63,999,,1275931.39,387032.52,0.0,44200.0,0,False,REF-97427,0.0,OFFICER-11,2024-12-05
DEC25101719295,2025-10-17,IMP-001,BROK-018,Sea,CN,BKK,BKK,INV-67150,Standard Import,1,19059030,0,PROD-490,BrandX,M-19,2024,Cake,35.0,45.21,51.08,USD,147.94,5177.9,32.88,4864.27,170249.35,0,,51074.81,15492.69,0.0,5000.0,0,False,REF-48788,0.0,OFFICER-25,2024-12-06
DEC24052757257,2024-05-27,IMP-005,BROK-047,Air,CN,SUV,SUV,INV-64823,Standard Import,1,62044290,0,PROD-594,BrandX,M-85,2023,Women Dresses,11.0,105.38,113.06,USD,1309.68,14406.48,31.98,41883.57,460719.23,0,,138215.77,41925.45,0.0,44200.0,1,False,REF-89261,0.0,OFFICER-41,2024-12-09
DEC25122092291,2025-12-20,IMP-006,BROK-041,Sea,CN,SUV,SUV,INV-41578,Standard Import,1,64039990,0,PROD-985,BrandX,M-99,2025,Footwear,40.0,263.83,288.14,USD,823.63,32945.2,32.88,27080.95,1083238.18,999,,324971.45,98574.67,0.0,28050.0,1,False,REF-72035,0.0,OFFICER-10,2024-12-25
DEC24083159389,2024-08-31,IMP-005,BROK-029,Sea,CN,BKK,BKK,INV-93502,Standard Import,1,62044290,0,PROD-634,BrandX,M-60,2024,Women Dresses,31.0,274.15,297.26,USD,1310.94,40639.14,31.98,41923.86,1299639.7,0,,389891.91,118267.21,0.0,44200.0,1,False,REF-77898,0.0,OFFICER-10,2024-12-26
DEC24091259624,2024-09-12,IMP-005,BROK-022,Land,JP,SUV,LCP,INV-17336,Standard Import,1,62044290,0,PROD-598,BrandX,M-22,2025,Women Dresses,21.0,207.58,220.46,USD,1330.05,27931.05,31.98,42535.0,893234.98,999,,267970.49,81284.38,0.0,44200.0,1,False,REF-52734,0.0,OFFICER-39,2024-12-16
DEC25103119425,2025-10-31,IMP-001,BROK-027,Sea,JP,BKK,SUV,INV-81518,Standard Import,1,19059030,0,PROD-683,BrandX,M-80,2025,Cake,37.0,175.22,201.96,USD,134.48,4975.76,32.88,4421.7,163602.99,0,,49080.9,14887.87,0.0,5000.0,0,False,REF-47289,0.0,OFFICER-35,2024-12-16
DEC23062928819,2023-06-29,IMP-003,BROK-043,Air,DE,BKK,BKK,INV-56669,Standard Import,1,33030000,0,PROD-912,BrandX,M-57,2023,Perfumes,76.0,503.95,540.96,USD,2418.4,183798.4,35.07,84813.29,6445809.89,999,,1933742.97,586568.7,0.0,105400.0,1,True,REF-27749,994713.0,OFFICER-48,2024-12-11
DEC25110344401,2025-11-03,IMP-003,BROK-044,Sea,DE,LCP,BKK,INV-22754,Standard Import,1,33030000,0,PROD-533,BrandX,M-54,2022,Perfumes,28.0,234.26,253.76,USD,3188.4,89275.2,32.88,104834.59,2935368.58,0,,880610.57,267118.54,0.0,105400.0,1,False,REF-19237,0.0,OFFICER-44,2024-12-05
DEC251201109576,2025-12-01,IMP-008,BROK-043,Air,CN,LCP,LCP,INV-62531,Standard Import,1,87089360,0,PROD-449,BrandX,M-25,2023,Clutches,78.0,712.23,802.62,USD,3245.94,253183.32,32.88,106726.51,8324667.56,0,,2497400.27,757544.75,0.0,100000.0,1,False,REF-98918,0.0,OFFICER-12,2024-12-29
DEC25112591778,2025-11-25,IMP-006,BROK-044,Sea,CN,SUV,LCP,INV-64094,Standard Import,1,64039990,0,PROD-979,BrandX,M-56,2021,Footwear,59.0,439.53,470.21,USD,855.4,50468.6,32.88,28125.55,1659407.57,999,,497822.27,151006.09,0.0,28050.0,0,False,REF-32595,0.0,OFFICER-20,2024-12-12
DEC24042380277,2024-04-23,IMP-006,BROK-049,Sea,CN,SUV,LCP,INV-76834,Standard Import,1,64039990,0,PROD-857,BrandX,M-71,2022,Footwear,5.0,30.11,31.94,USD,810.18,4050.9,31.98,25909.56,129547.78,999,,38864.33,11788.85,0.0,28050.0,1,False,REF-55532,0.0,OFFICER-28,2024-12-07
DEC23053173579,2023-05-31,IMP-006,BROK-002,Sea,CN,SUV,SUV,INV-39562,Standard Import,1,64039990,0,PROD-786,BrandX,M-64,2023,Footwear,82.0,278.09,323.95,USD,863.25,70786.5,35.07,30274.18,2482482.56,0,,744744.77,225905.91,0.0,28050.0,1,True,REF-23019,1179552.18,OFFICER-10,2024-12-16
DEC24032855921,2024-03-28,IMP-005,BROK-029,Sea,CN,SUV,BKK,INV-41789,Standard Import,1,62044290,0,PROD-861,BrandX,M-32,2023,Women Dresses,95.0,805.62,848.5,USD,1328.96,126251.2,31.98,42500.14,4037513.38,0,,1211254.01,367413.72,0.0,44200.0,0,False,REF-49367,0.0,OFFICER-15,2024-12-14
DEC25070742277,2025-07-07,IMP-003,BROK-028,Air,JP,SUV,LCP,INV-16843,Standard Import,1,33030000,0,PROD-766,BrandX,M-45,2024,Perfumes,5.0,8.51,9.94,USD,3098.97,15494.85,32.88,101894.13,509470.67,0,,152841.2,46361.83,0.0,105400.0,1,False,REF-18972,0.0,OFFICER-48,2024-12-22
DEC24120361592,2024-12-03,IMP-005,BROK-046,Sea,CN,BKK,BKK,INV-22184,Standard Import,1,62044290,0,PROD-892,BrandX,M-23,2022,Women Dresses,74.0,551.8,634.8,USD,1338.75,99067.5,31.98,42813.22,3168178.65,999,,950453.59,288304.26,0.0,44200.0,0,True,REF-99894,1470368.49,OFFICER-34,2024-12-27
DEC24011178164,2024-01-11,IMP-006,BROK-018,Sea,JP,BKK,LCP,INV-87875,Standard Import,1,64039990,0,PROD-675,BrandX,M-51,2023,Footwear,82.0,176.5,207.09,USD,814.85,66817.7,31.98,26058.9,2136830.05,0,,641049.01,194451.53,0.0,28050.0,0,False,REF-10486,0.0,OFFICER-35,2024-12-16
DEC24013093421,2024-01-30,IMP-007,BROK-001,Sea,JP,SUV,LCP,INV-58253,Standard Import,1,87032324,0,PROD-855,BrandX,M-99,2022,Passenger Cars,2.0,11.62,13.82,USD,56411.44,112822.88,31.98,1804037.85,3608075.7,0,,2886460.56,454617.54,0.0,2500000.0,1,True,REF-71393,1129500.92,OFFICER-42,2024-12-14
DEC24112038148,2024-11-20,IMP-003,BROK-018,Sea,JP,LCP,SUV,INV-24688,Standard Import,1,33030000,0,PROD-278,BrandX,M-89,2022,Perfumes,34.0,160.91,169.35,USD,3253.59,110622.06,31.98,104049.81,3537693.48,999,,1061308.04,321930.11,0.0,105400.0,1,False,REF-10685,0.0,OFFICER-42,2024-12-14
DEC25092268251,2025-09-22,IMP-005,BROK-050,Sea,CN,BKK,LCP,INV-22996,Standard Import,1,62044290,0,PROD-826,BrandX,M-97,2021,Women Dresses,26.0,196.55,222.86,USD,1237.55,32176.3,32.88,40690.64,1057956.74,999,,317387.02,96274.06,0.0,44200.0,0,False,REF-34039,0.0,OFFICER-18,2024-12-10
DEC24072582112,2024-07-25,IMP-006,BROK-050,Sea,CN,SUV,LCP,INV-65353,Standard Import,1,64039990,0,PROD-623,BrandX,M-10,2022,Footwear,43.0,225.76,265.41,USD,827.36,35576.48,31.98,26458.97,1137735.83,999,,341320.75,103533.96,0.0,28050.0,0,False,REF-61345,0.0,OFFICER-36,2024-12-12
DEC23060949149,2023-06-09,IMP-005,BROK-018,Sea,CN,LCP,LCP,INV-71806,Standard Import,1,62044290,0,PROD-434,BrandX,M-85,2022,Women Dresses,28.0,249.05,263.31,USD,1381.28,38675.84,35.07,48441.49,1356361.71,0,,406908.51,123428.92,0.0,44200.0,1,False,REF-88263,0.0,OFFICER-19,2024-12-07
DEC24092615827,2024-09-26,IMP-001,BROK-025,Sea,JP,SUV,SUV,INV-55542,Standard Import,1,19059030,0,PROD-802,BrandX,M-23,2023,Cake,50.0,369.35,436.48,USD,124.33,6216.5,31.98,3976.07,198803.67,0,,59641.1,18091.13,0.0,5000.0,0,False,REF-58173,0.0,OFFICER-36,2024-12-15
DEC24020278622,2024-02-02,IMP-006,BROK-021,Sea,US,BKK,LCP,INV-49979,Standard Import,1,64039990,0,PROD-388,BrandX,M-82,2023,Footwear,39.0,73.35,81.2,USD,835.46,32582.94,31.98,26718.01,1042002.42,0,,312600.73,94822.22,0.0,28050.0,0,True,REF-76357,124001.66,OFFICER-34,2024-12-05
